"SiglaEmpresa";"NumeroVoo";"DI";"TipoLinha";"AeroportoOrigem";"AeroportoDestino";"PartidaPrevista";"PartidaReal";"ChegadaPrevista";"ChegadaReal";"Situacao";"Justificativa"
"TUS";" 8476";"0";"G";"SKBO";"KMIA";"21/12/2014 04:30";"21/12/2014 08:16";"21/12/2014 06:00";"21/12/2014 11:50";"Realizado";"MX"
"GTI";" 0056";"0";"G";"SPIM";"KMIA";"08/12/2014 00:10";"08/12/2014 03:42";"08/12/2014 06:00";"08/12/2014 09:16";"Realizado";"MX"
"GTI";" 0056";"0";"G";"SPIM";"KMIA";"22/12/2014 00:10";"22/12/2014 19:28";"22/12/2014 06:00";"23/12/2014 00:50";"Realizado";"MX"
"GTI";" 0056";"0";"G";"SPIM";"KMIA";"29/12/2014 00:10";"29/12/2014 00:34";"29/12/2014 06:00";"29/12/2014 05:47";"Realizado";"MX"
"AZU";" 5149";"0";"N";"SBPJ";"SBGO";"24/12/2014 04:35";"24/12/2014 04:24";"24/12/2014 06:00";"24/12/2014 05:46";"Realizado";"HD"
"AZU";" 5149";"0";"N";"SBPJ";"SBGO";"30/12/2014 04:35";"30/12/2014 04:22";"30/12/2014 06:00";"30/12/2014 05:42";"Realizado";"HD"
"AZU";" 5149";"0";"N";"SBPJ";"SBGO";"08/12/2014 04:35";"08/12/2014 04:25";"08/12/2014 06:00";"08/12/2014 05:39";"Realizado";"HD"
"AZU";" 5149";"0";"N";"SBPJ";"SBGO";"29/12/2014 04:35";"29/12/2014 04:16";"29/12/2014 06:00";"29/12/2014 05:38";"Realizado";"HD"
"GTI";" 0056";"0";"G";"SPIM";"KMIA";"15/12/2014 00:10";"15/12/2014 02:00";"15/12/2014 06:00";"15/12/2014 07:37";"Realizado";"MX"
"GLO";" 1856";"0";"N";"SBGO";"SBSP";"13/12/2014 04:43";"13/12/2014 05:05";"13/12/2014 06:00";"13/12/2014 06:33";"Realizado";"AT"
"AZU";" 5149";"0";"N";"SBPJ";"SBGO";"01/12/2014 04:35";"01/12/2014 05:08";"01/12/2014 06:00";"01/12/2014 06:33";"Realizado";"GF"
"GLO";" 1856";"0";"N";"SBGO";"SBSP";"10/12/2014 04:43";"10/12/2014 04:42";"10/12/2014 06:00";"10/12/2014 06:28";"Realizado";"AJ"
"GLO";" 1856";"0";"N";"SBGO";"SBSP";"26/12/2014 04:43";"26/12/2014 04:52";"26/12/2014 06:00";"26/12/2014 06:22";"Realizado";"AJ"
"GLO";" 1856";"0";"N";"SBGO";"SBSP";"05/12/2014 04:43";"05/12/2014 04:43";"05/12/2014 06:00";"05/12/2014 06:20";"Realizado";"AJ"
"GLO";" 1856";"0";"N";"SBGO";"SBSP";"02/12/2014 04:43";"02/12/2014 04:43";"02/12/2014 06:00";"02/12/2014 06:18";"Realizado";"AJ"
"GLO";" 1856";"0";"N";"SBGO";"SBSP";"04/12/2014 04:43";"04/12/2014 04:41";"04/12/2014 06:00";"04/12/2014 06:18";"Realizado";"AJ"
"GLO";" 1856";"0";"N";"SBGO";"SBSP";"01/12/2014 04:43";"01/12/2014 04:43";"01/12/2014 06:00";"01/12/2014 06:18";"Realizado";"AJ"
"GLO";" 1856";"0";"N";"SBGO";"SBSP";"17/12/2014 04:43";"17/12/2014 04:47";"17/12/2014 06:00";"17/12/2014 06:17";"Realizado";"AJ"
"GLO";" 1856";"0";"N";"SBGO";"SBSP";"30/12/2014 04:43";"30/12/2014 04:43";"30/12/2014 06:00";"30/12/2014 06:16";"Realizado";"AJ"
"GLO";" 1856";"0";"N";"SBGO";"SBSP";"31/12/2014 04:43";"31/12/2014 04:45";"31/12/2014 06:00";"31/12/2014 06:16";"Realizado";"AJ"
"GLO";" 1856";"0";"N";"SBGO";"SBSP";"20/12/2014 04:43";"20/12/2014 04:38";"20/12/2014 06:00";"20/12/2014 06:16";"Realizado";"AJ"
"AZU";" 5149";"0";"N";"SBPJ";"SBGO";"17/12/2014 04:35";"17/12/2014 04:35";"17/12/2014 06:00";"17/12/2014 06:00";"Realizado";"  "
"GLO";" 1135";"0";"N";"SBBE";"SBSL";"26/12/2014 04:44";"  ";"26/12/2014 06:00";"  ";"Cancelado";"XN"
"GLO";" 1856";"0";"N";"SBGO";"SBSP";"22/12/2014 04:43";"22/12/2014 04:43";"22/12/2014 06:00";"22/12/2014 06:00";"Realizado";"  "
"AZU";" 5149";"0";"N";"SBPJ";"SBGO";"22/12/2014 04:35";"22/12/2014 04:35";"22/12/2014 06:00";"22/12/2014 06:00";"Realizado";"  "
"TUS";" 8420";"0";"G";"SKRG";"SKCL";"17/12/2014 04:50";"  ";"17/12/2014 06:00";"  ";"Cancelado";"XN"
"TUS";" 8486";"0";"G";"SKRG";"SKCL";"26/12/2014 05:30";"26/12/2014 05:30";"26/12/2014 06:00";"26/12/2014 06:00";"Realizado";"  "
"GLO";" 1856";"0";"N";"SBGO";"SBSP";"03/12/2014 04:43";"03/12/2014 04:43";"03/12/2014 06:00";"03/12/2014 06:00";"Realizado";"  "
"TUS";" 8420";"0";"G";"SKRG";"SKCL";"03/12/2014 04:50";"  ";"03/12/2014 06:00";"  ";"Cancelado";"XN"
"AZU";" 5149";"0";"N";"SBPJ";"SBGO";"15/12/2014 04:35";"15/12/2014 04:35";"15/12/2014 06:00";"15/12/2014 06:00";"Realizado";"  "
"AZU";" 5149";"0";"N";"SBPJ";"SBGO";"03/12/2014 04:35";"03/12/2014 04:35";"03/12/2014 06:00";"03/12/2014 06:00";"Realizado";"  "
